Name,Distillery/Brand,Region,Bottler,Country,Rating,Reviews,Capacity (cl),Alcohol Percentage %,Price,Awards,Palate,Finish,Nose,Alcohol Percentage
Bruichladdich 1988/30 - The Untouchable,Bruichladdich,Scotland,Bruichladdich,Scotch Whisky,0.0,0.0,70,46,720.0,0,"Like liquid velvet laced with coconut and citrus. Honeyed granola, toasted malt and mellow toasted oak take a hold of your palate. A classic Bruichladdich style, elegant and floral at first before allowing the oak to sweep in with pipe tobacco and fudge. A second sip brings some fruit, ripe pineapple, mango and hint of mint.",The finish shows a little more of the marine element of the maturation. A sea breeze with wood spice and fudge. The toasted oak goes the distance too and seems to bring along a little mango and aniseed to finish.,"Hugely floral, sun dried hay, coconut oil, buttercups and primrose. Vanilla fudge, porridge with golden syrup and a sweet citrus tang. Over time the coconut becomes stronger and dried apricot and sherbet come through more. A definitive American oak style, toasted oak and vanilla caramel hold the fruit from the spirit.","(70cl, 46.2%)"
The Exceptional Malt - 2nd Edition,Sutcliffe & Son,Scotland,Sutcliffe & Son,Scotch Whisky,5.0,2.0,70,43,83.94,0,Thick and nutty. Peanut skins and some corn notes too with anise spice throughout and gingerbread also.,"Into mixed nuts now, slightly dry and lip smacking before red berries linger.","Pleasantly meaty at first with Dolly mixture, touches of toastiness (almost peaty for a moment) then into swathes of brandy butter. Orange peel and sweet dried fruit develop.","(70cl, 43%)"
Henstone Single Malt Whisky - Ex-Oloroso Casks,Henstone,England,Henstone,English Whisky,0.0,0.0,70,46,62.95,0,"Dried apricots, earthy vanilla, ginger snaps, and stewed plums.","Waxy peels, clove, and chocolate ice-cream.","Blackcurrant Starburst, cinnamon, and earthy barley, along with some dark chocolate.","(70cl, 46%)"
Westland Colere 2nd Edition - Outpost Range,Westland,United States,Westland,American Whiskey,0.0,0.0,70,50,174.95,0,"Brown sugar sweetness, with orange marmalade, bittersweet dark chocolate, and forest fruits.",Orange chocolate lingers.,"Lemon curd, gentle woody vanilla, raspberry coulis, and citrus peels.","(70cl, 50%)"
Benrinnes 9 Year Old 2012 (GreatDrams),Benrinnes,Scotland,GreatDrams,Scotch Whisky,0.0,0.0,50,48,74.95,0,"Waves of vanilla and milk chocolate, with spiced fruit compote and a touch of caraway.","Bold clove and cinnamon sweetness building from the sherried fruit, and a low hum of mahogany.","Dense malt with a hint of meatiness to it, backed up by dried fruit and festive spices.","(50cl, 48.2%)"
Speyside & Lowland - Double Barrel (Douglas Laing),Douglas Laing,Scotland,Douglas Laing,Scotch Whisky,0.0,0.0,70,46,41.95,0,"Flaky almond pastries, milky tea, more orange and lemon, now with a smidge of mango in tow.",Softly spicy with dry cedar and nutmeg.,Honeyed barley with a whiff of fresh citrus and peach in the background.,"(70cl, 46%)"
Black Bull 21 Year Old (Duncan Taylor),Duncan Taylor,Scotland,Duncan Taylor,Scotch Whisky,3.5,3.0,70,50,115.0,0,"Spicy on the palate with nutmeg and clove, balanced with rich vanilla, malt and more demerara sugar.",A balanced finish of spice and sweetness.,"Opens with huge notes of juicy, fresh apples and oranges, followed by sweet, slightly burnt brown sugar notes.","(70cl, 50%)"
Tomintoul 40 Year Old Quadruple Cask,Tomintoul,Scotland,Tomintoul,Scotch Whisky,0.0,0.0,70,43,1999.0,0,"Subtle yet exquisitely complex, as summer fruits and buttery toffee intermingle with refined notes of coffee, liquorice and lemon sherbet.",Gentle oak-spice swirls with sweet liquorice.,Delicate and reassuringly mature. Mixed fruits dance with the gentle barley-sweet malt that is buttery and creamy. Hints of pineapple caress invitingly.,"(70cl, 43.1%)"
Arran Smugglers' Series Volume Three - The Exciseman,Arran,Scotland,Arran,Scotch Whisky,0.0,0.0,70,56,399.0,0,"It coats the tongue and the notes of apple and vanilla are in abundance. No hint of dryness on the palate, it grows in sweet intensity and provides a rounded mouthfeel. The addition of water opens up the complexity beautifully and reveals a lighter sweetness of candied lemon.","Long, luxurious and yet delightfully fresh. The notes of apple and citrus give a lightness of character whilst the body remains solidly complex and robust. A typical Arran with an added layer of sweetness.","The rich honeyed character is immediate on the nose, luxuriously decadent. The fresh coastal character is also evident. Apples, vanilla and a touch of spice are also subtly present with a hint of toasted oak.","(70cl, 56.8%)"
Strathcolm 8 Year Old (Alistair Forfar),Alistair Forfar,Scotland,Alistair Forfar,Scotch Whisky,3.0,1.0,70,40,26.95,0,"Dried grass, soft toffee, foam bananas and milk bottle sweets.",Subtle with cornflour covered sweets.,Light oak supported by aromatic flora and bison grass.,"(70cl, 40%)"
Cambus 33 Year Old 1988 (cask 59256 & 59258) - The Whisky Cellar,Cambus,Scotland,The Whisky Cellar,Scotch Whisky,0.0,0.0,70,42,158.21,0,"More brown sugar and nutty notes, with a smidge of bubblegum balanced by mature oak richness.","Toasted cedar, dried apricot, and cinnamon.","Nutty hints of almond and pecan, drenched in caramel.","(70cl, 42.5%)"
Glengoyne 8 Year Old 2014 (cask DL16333) - Provenance (Douglas Laing),Glengoyne,Scotland,Douglas Laing,Scotch Whisky,0.0,0.0,70,46,55.95,0,"Creamy, rich malt with apple pie, toffee, and a hint of porridge oats.",Lemon zest and honey-coated barley.,"Red berries, earthy vanilla, with sugary white chocolate, and a touch of cinnamon.","(70cl, 46%)"
Filliers 10 Year Old Single Malt - Sherry Oak Casks,Filliers,Belgian,Filliers,Belgian Whisky,0.0,0.0,70,43,75.44,0,"Nutty caramel, gingerbread, stewed apple, and earthy vanilla.",Garden herbs and hints of sherried funk.,"Richly sherried with dried fruit, cinnamon, oily walnuts, and dark chocolate.","(70cl, 43%)"
The Lost Distilleries Blend - Batch 11,The Blended Whisky Company,Scotland,The Blended Whisky Company,Scotch Whisky,3.5,5.0,70,52,349.95,2,"Thick, honeyed and deep, with zesty orange peel, candied rhubarb and a layer of darker fruits. Oak spices begin to grow as the palate progresses with helpings of bittersweet dark chocolate, menthol tobacco and the slightest forest floor note.","A final lick of heather honey appears in a very long, juicy and ripe finish.","The nose is all bread and butter pudding with plenty of dried fruit and vanilla ice-cream initially, before ripe banana and custard apple develop. Distinctive damp grass and polished oak emerge underneath among some creamy cashew nuttiness, white chocolate and lemon sherbets.","(70cl, 52.3%)"
Langatun 4 Year Old 2014 - Winter Wedding,Langatun,Swiss,Langatun,Swiss Whisky,0.0,0.0,50,46,67.94,0,"More earthy smoke, with peppery oak and sultana sweetness alongside fresh malt.",Woody smoke and sweet brown sugar lingers.,"Burnt custard, barley sugar and ripe orchard fruit, with summer berries and a whisper of smoke.","(50cl, 46%)"
The Boston Bakers Irish Whiskey,The Boston Bakers,Ireland,The Boston Bakers,Irish Whiskey,0.0,0.0,70,40,28.94,0,"Gentle wafts of oaken caramel, more orchard fruits, oatcakes with marmalade, an underlying prickle of peppery warmth.","Fresh pear, baked apple, and dried berries with mixed nuts and vanilla cream, countering a bold, spicy core.","Chocolate coated nuts, creamy malt, buttered popcorn with zesty green apples to balance floral vanilla.","(70cl, 40%)"
Benrinnes 13 Year Old 2008 - Paloma (Goldfinch Whisky Merchants),Benrinnes,Scotland,Goldfinch,Scotch Whisky,0.0,0.0,70,53,89.95,0,"Spiced biscuits, soft peaches and plums, and a touch of white chocolate.",Crisp lemon zest and a touch of vegetal oak.,"Orange zest, vanilla cream, and a whiff of cinnamon sweetness.","(70cl, 53.2%)"
A. Roborel De Climens Finition SÃ©millon,A. Roborel De Climens,French,A. Roborel De Climens,French Whisky,0.0,0.0,50,46,55.95,0,"Rich and mouthcoating, sweet, vinous character and bold malt combine with silky fruit notes and oily oak.","Plump sultanas and candied fruits, soft peat lingers with floral smoke and toasted oak spice.","A whiff of grilled peach, orange zest, and crushed nuts. Subtle peat smoke is apparent, amongst sweeter fruit notes.","(50cl, 46%)"
Blair Athol 2008 (bottled 2022) (cask 11086) - Berry Bros. & Rudd,Blair Athol,Scotland,Berry Bros. & Rudd,Scotch Whisky,0.0,0.0,70,51,108.25,0,"Apple crumble, spiced apple chutney, apricot compote, and some oaky vanilla.",Oaky spices linger.,"Fresh and fruity, with dried apricots, candied peel, and some hazelnut.","(70cl, 51.1%)"
Fercullen 10 Year Old,Fercullen,Ireland,Fercullen,Irish Whiskey,5.0,3.0,70,40,47.94,0,"Soft mouth feel carries notes of vanilla pod, pear, peach and more honey, with a touch of white chocolate in there too.",Gingerbread warmth and citrus peels.,"Ripe mango and apple, with honey on toast and citrus blossom.","(70cl, 40%)"
Benrinnes 15 Year Old 2007 (cask 362134) - James Eadie,Benrinnes,Scotland,James Eadie,Scotch Whisky,0.0,0.0,70,51,83.95,0,"Dark chocolate, buttered malt loaf, Toffee Crisp, and apple skins.",Some floral elements and rooibos tea.,"Buttery biscuit, red berries, and hickory-smoked bacon.","(70cl, 51%)"
Islay #3 13 Year Old (That Boutique-y Whisky Company),That Boutique-y Whisky Company,Scotland,That Boutique-y Whisky Company,Scotch Whisky,0.0,0.0,50,47,174.95,0,"Mocha, more spicy smoke, blackcurrant, and toasted teacake.","Salted butter and malt loaf, and the final embers of a bonfire.","Richly smoky, with drying hints of anise and menthol underneath, supported by rum soaked raisins.","(50cl, 47.8%)"
Clynelish Select Reserve (2014 Special Release),Clynelish,Scotland,Clynelish,Scotch Whisky,2.5,2.0,70,54,875.0,0,"Great mouthfeel, more orange, more sweeties too but again they're kept in check by the balanced citrus and wood spices. Honeysuckle and ginger, complex and delicious.","Long,warming and spicy with some satisfying grip.","Waxy, Jaffa Cakes, milk choc. It's Clynelish alright, and a good'un. Disco sweets, jazzes too (the white ones), but don't think this is all sugary or sickly because it isn't. A sprinkling of cinnamon, fresh orange and orchard fruit round off a beautiful nose.","(70cl, 54.9%)"
New Riff Single Barrel Rye (50.6%),New Riff,United States,New Riff,American Whiskey,0.0,0.0,75,50,69.9,0,"Somewhat oily, with a touch of honey balancing heaps of spice, with Turkish delight and strawberry laces.",Barrel char and hallmark rye spice lingers on.,"Baklava sweetness and a good crack of black pepper, with clove-studded orange.","(75cl, 50.6%)"
AthrÃº Keshcorran 14 Year Old,Lough Gill,Ireland,Lough Gill,Irish Whiskey,0.0,0.0,70,48,129.84,0,"Honeyed melon, orange, brown sugar, cinnamon, ginger, a touch of strawberry liquorice laces.","Toffee, melted butter, more strawberry sweeties.","Pear tart and apple crumble, with oak and toffee carrying on underneath.","(70cl, 48%)"
Ledaig 17 Year Old - Batch 7 (That Boutique-y Whisky Company),Tobermory,Scotland,That Boutique-y Whisky Company,Scotch Whisky,0.0,0.0,50,49,86.95,0,"Salted butter, seaweed, brown sugar, smoke, lemon zest and fizzy strawberry laces.",Earthy smoke lasts for minutes afterwards.,"Driftwood, roasted barley, cooked apple and sugary pastry.","(50cl, 49.4%)"
Fettercairn 10 Year Old 2009 (cask DMG13923) - Clan Denny  (Douglas Laing),Fettercairn,Scotland,Douglas Laing,Scotch Whisky,0.0,0.0,70,48,45.95,0,"CrÃ¨me brÃ»lÃ©e, caramelised pineapple, and runny honey.",Sweet porridge and green apple zing.,"Old bookcase, raspberry tarts, and fresh toast.","(70cl, 48%)"
Moon Harbour Dock 2 - ChÃ¢teau Rieussec,Moon Harbour,French,Moon Harbour,French Whisky,0.0,0.0,70,45,69.07,0,"Velvety and sweet, with buttered popcorn, salted caramel, almond pastries, and some oaky spice.",Some peppery spices but with lingering vanilla sweetness.,"Delicate orange blossom honey, with creamy vanilla custard, and some nuttiness.","(70cl, 45.8%)"
Macduff 12 Year Old (That Boutique-y Whisky Company),Macduff,Scotland,That Boutique-y Whisky Company,Scotch Whisky,5.0,1.0,50,49,52.95,0,"Cereal sweetness takes the lead, orange blossom, caramel and dry spice follow.","Black pepper, a hint of brown sugar and more citrus.","Sweet floral, nutty malt and bruised black fruit initially. Burnt tobacco and roasted nuts add an interesting depth among vanilla, lemon sponge and a little herbal note.","(50cl, 49.9%)"
Mosgaard Single Malt Whisky - Port Wine Cask (Batch 4),Mosgaard,Denmark,Mosgaard,Danish Whisky,0.0,0.0,50,49,64.89,0,"Red fruit jam, hints of sultanas and plums, crushed nuts lead to spicy wafts of currant buns.","Sweet biscuity barley, soft caramel, dark pressed fruits, a prickle of spicy oak.","Dark, vinous fruit with roasted coffee, hints of toasted oak, and sweet cake spice.","(50cl, 49%)"
Glen Moray 14 Year Old 2007 - North Star Spirits,Glen Moray,Scotland,North Star Spirits,Scotch Whisky,0.0,0.0,70,51,69.95,0,"Winter spices, vanilla custard with warm jam, raisins, spiced fruits.","Clotted cream, dried raspberry, sherried fruit, and warming, cakey spice.","Juicy red fruits, floral berries, and charred, sweet oak.","(70cl, 51%)"
Beverbach Limited Release 2018 Single Malt,Hardenberg,German,Hardenberg,German Whisky,0.0,0.0,70,43,99.95,0,"Stewed plum, spicy oak, cinnamon-spiced apple crumble and lots of dried fruit.","Caramel, grape skin and vanilla oak.","Sherried fruit, with floral malt, raisin and swirls of smoke, with vanilla custard.","(70cl, 43%)"
Longmorn 23 Year Old - Secret Speyside Collection,Longmorn,Scotland,Longmorn,Scotch Whisky,0.0,0.0,70,48,259.94,1,Sweet fruity pear mixed with lemon curd and a touch of crystallised ginger.,Voluptuous with a warming spice.,Sweet and fruit with notes of creamy milk chocolate orange and a scent of sandalwood.,"(70cl, 48%)"
Bowmore 1969 50 Year Old - Vaults Series,Bowmore,Scotland,Bowmore,Scotch Whisky,0.0,0.0,70,46,39.9,0,"Initially dry and floral with notes of carnations, developing into sweeter notes of lemon meringue, grilled almonds, and light crÃ¨me caramel fudge, with a hint of white pepper, nutmeg oak spices, and light coconut.",Lightly sweet and warm with subtle floral notes and malty flavours.,"Freesia, dried geranium, and lilies of the valley merge with the aromas of Chablis, citrus fruits, and gooseberries, followed by sweeter notes of acacia honey, apple pie, vanilla pods, and cream.","(70cl, 46.9%)"
Tormore 24 Year Old 1995 (cask 13455) - Xtra Old Particular (Douglas Laing),Tormore,Scotland,Douglas Laing,Scotch Whisky,0.0,0.0,70,50,243.1,0,"The palate has an abundance of stewed fruit, oven baked butter pastry with a hint of spice and a touch of oak.",A beautifully elegant and long finish with a citrus tang... lemon peel and tangerines balanced by a creamy barley style.,"The nose opens with fresh passion fruit, Malted summer barley married alongside soft pears and cinnamon sticks.","(70cl, 50.7%)"
Rock Island 14 Year Old Sherry Edition,Rock Island,Scotland,Douglas Laing,Scotch Whisky,5.0,1.0,70,46,64.95,0,"Sweet smoked meats, salted caramel, with cinnamon and nutmeg.",Lingering smoke and raisin sweetness.,"Sea spray and coastal peat, with some dried red fruits.","(70cl, 46.8%)"
Teaninich 10 Year Old (That Boutique-y Whisky Company),Teaninich,Scotland,That Boutique-y Whisky Company,Scotch Whisky,0.0,0.0,50,49,38.95,0,"More brown bread with honey and marmalade notes lead among aromatic winter spice and some creamy, nutty elements.",Lingering orchard fruit sweetness.,"Applesauce, dried pear and toasted barley initially, followed by walnut husk, spiced oak and seeded wholemeal loaf.","(50cl, 49.2%)"
Bruichladdich 9 Year Old - Founder's Collection (The Whisky Baron),Bruichladdich,Scotland,Bruichladdich,Scotch Whisky,0.0,0.0,70,63,131.22,0,"Red fruits and berries, boozy cherries, and cacao with a bold backdrop of rich oak and roasted hazelnuts.","More of those dense dark fruit notes, shavings of dark chocolate, and gently drying oak.","Toasted oak and elegant notes of tobacco are joined by forest fruits, damp malt, cocoa, and a touch of dried chilli.","(70cl, 63.9%)"
Longmorn 25 Year Old - Secret Speyside Collection,Longmorn,Scotland,Longmorn,Scotch Whisky,0.0,0.0,70,52,399.89,0,"Incredibly sweet with a hint of spice, echoing the nose through red apple, mandarin orange and rich sultanas.","Long, smooth and dry in character.","Fruit notes of ripe plum, fresh peach and plump sultanas meet cinnamon.","(70cl, 52.2%)"
